"LAKE_ID","Y_Coordinate","X_Coordinate","maxdate"
"1104PLE0313",43.487202,-74.3638,2016-09-24
"1104ROC0645",43.845299,-74.4385,2017-08-15
"1104SAC0314",43.480598,-74.4217,2017-09-23
"1104SAN0225",43.354999,-74.574097,2017-07-17
"1104SCH0374",43.774799,-73.778,2017-10-02
"1104STE0126A",43.3064,-73.903801,2017-09-28
"1104STE0135",43.157299,-74.054901,2016-08-31
"1104THI0540",43.703899,-74.127098,2017-09-25
"1104THI0626A",43.876099,-74.251602,2016-08-10
"1104WAK0666",43.739601,-74.467697,2017-08-15
"1104WHI0603",43.567699,-74.373901,2011-08-20
"1201ANN0496",42.7379,-73.813003,2013-09-24
"1201BOW0589C",42.7822,-74.624901,2015-08-04
"1201BRO0720",43.208301,-74.542396,2015-08-03
"1201CAN0717",43.165402,-74.529297,2017-10-04
"1201COL0519",42.825802,-73.953796,2011-10-17
"1201ECA0697",43.1278,-74.480003,2017-09-17
"1201GAL0563",43.030701,-74.074501,2017-09-24
"1201HOU0770",43.260399,-74.6661,2015-08-03
"1201KLO0708",43.232899,-74.787102,2015-08-05
"1201KYS0704A",43.068199,-74.7705,2011-09-27
"1201MAR0570",42.833698,-74.1119,2017-09-10
"1201NIN0719",43.1935,-74.551201,2015-08-03
"1201PEC0686",43.110599,-74.4133,2017-09-26
"1201PLE0745",43.1884,-74.5998,2017-10-03
"1201SHAXXXX",42.786018,-74.625001,2014-09-24
"1201SPR0706A",43.172501,-74.839699,2015-08-05
"1201STO0503A",42.807267,-73.816167,2015-09-24
"1201SUG0472",42.788502,-73.6978,2016-09-22
"1201UWB0503",42.843475,-73.80948,2016-09-22
"1201UWB0940A",42.986599,-75.031357,2011-09-27
"1202BEA0596",42.59413,-74.59447,2011-09-19
"1202ENG0589",42.757,-74.652298,2014-09-24
"1202FAW0605B",42.562199,-74.1679,2011-09-12
"1202MAL0615A",42.586096,-74.521323,2015-08-04
"1202MAY0643",42.414799,-74.561699,2011-09-19
"1202ROS0616",42.5965,-74.531097,2011-09-19
"1202SUM0629",42.583199,-74.581497,2011-09-19
"1202TUB0605C",42.572498,-74.180099,2011-09-12
"1202UWB0579",42.711601,-74.3601,2016-09-21
"1202UWB0579A",42.715599,-74.365799,2016-09-21
"1202UWB0589A",42.760101,-74.647797,2014-09-24
"1202WAR0609",42.625099,-74.079102,2016-09-20
"1202WHI0605A",42.5658,-74.156898,2011-09-12
"1202WOO0605D",42.567299,-74.1828,2016-09-21
"1203HIN0799",43.3326,-75.073601,2011-09-13
"1204MAD1051",42.9016,-75.524101,2011-10-09
"1301BOG0200",41.387402,-74.013001,2017-08-22
"1301BOW0444",42.6483,-73.487999,2017-09-17
"1301BUC0303",42.663502,-73.807098,2014-09-21
"1301BUR0386C",42.5947,-73.561401,2017-09-17
"1301CAN0168A",41.456501,-73.835297,2015-06-04
"1301CHA0341A",41.565201,-74.068802,2018-09-04
"1301CHO0437",41.772701,-73.983803,2018-09-11
"1301COX6780",42.4076,-73.8778,2018-09-11
"1301CPMXXXX",NA,NA,2014-09-17
"1301CRO1033",40.785999,-73.961998,2014-09-17
"1301DUN0425",42.7528,-73.479896,2011-09-15
"1301DYK0445",42.7234,-73.426102,2017-08-01
"1301ESO0434",41.876598,-73.969704,2012-09-07
"1301FOR0441",42.732101,-73.460999,2017-09-26
"1301GLA0394",42.623001,-73.5308,2017-09-09
"1301HAM0297",42.617001,-73.726402,2013-09-10
"1301HAR1036",40.796101,-73.951202,2014-09-17
"1301IND0167",41.3731,-73.887703,2017-10-01
"1301LAW0207",42.539101,-73.9599,2017-10-05
"1301LON0428",42.792099,-73.438698,2011-10-05
"1301MIL0426",42.775299,-73.449203,2011-09-15
"1301MIR0433",41.867001,-73.9701,2012-09-07
"1301MOH0179",41.313999,-73.848801,2017-09-24
"1301MORXXX1",40.803761,-73.958943,2018-07-26
"1301OLA0963",42.2118,-73.831398,2015-08-03
"1301ORA0340",41.548801,-74.103699,2017-09-10
"1301PEE0171",41.3395,-73.882797,2017-10-01
"1301POC0030",41.1236,-73.830299,2018-09-12
"1301POP0191",41.354599,-74.057404,2012-08-30
"1301PUD5194",41.442902,-73.789398,2018-09-12
"1301REN0336",42.6987,-73.838097,2018-09-12
"1301ROA0183B",41.438801,-73.807503,2017-09-09
"1301SEC0427",42.7799,-73.447601,2011-09-13
"1301SEP0826",41.959801,-73.837601,2017-09-20
"1301SHA0424",42.779598,-73.457298,2014-06-17
"1301SLE6666",42.294399,-73.8069,2017-09-25
"1301SNY0377",42.663101,-73.634697,2011-09-16
"1301STI0187A",41.345901,-74.0392,2012-08-30
"1301SWA0030A",41.1096,-73.833702,2015-06-29
"1301TAR0015A",41.082401,-73.842003,2012-09-06
"1301THE1027",40.765999,-73.974098,2018-07-26
"1301THE1029",40.775738,-73.971765,2014-09-17
"1301THE1034",40.794701,-73.961197,2018-07-26
"1301TIV0309",42.670299,-73.761498,2015-09-24
"1301UWB0354",42.693298,-73.734497,2017-08-01
"1301UWB0420B",41.7412,-73.8974,2018-08-15
"1301UWB1031",40.779301,-73.9674,2018-07-26
"1301UWB5186",40.997501,-73.869301,2011-08-31
"1301VLY0262A",42.612,-73.955597,2016-09-20
"1301WELXXX1",41.233074,-74.069781,2011-08-24
"1301WHI0429",42.7803,-73.428001,2011-09-15
"1302BAR0071",41.434399,-73.740601,2017-09-24
"1302BLU0122A",41.191601,-73.592201,2017-09-17
"1302CAR0062A",41.4585,-73.665001,2017-09-09
"1302CAS0059B",41.386299,-73.709999,2018-09-12
"1302CHI0075",41.441898,-73.7435,2017-09-24
"1302HOW0127",41.194801,-73.703697,2017-09-10
"1302KAT0107A",41.285301,-73.654999,2017-10-01
"1302KIR0052",41.385601,-73.749802,2017-09-09
"1302LIN0057A",41.341999,-73.725403,2017-09-24
"1302OSC0118",41.296501,-73.561401,2017-09-16
"1302PAL0061A",41.438702,-73.673401,2017-09-11
"1302PEA0093",41.362999,-73.580002,2017-09-17
"1302PUT0093B",41.4664,-73.539597,2017-09-04
"1302RIP0119",41.300098,-73.562798,2017-09-16
"1302TON0085",41.4217,-73.610901,2017-08-01
"1302TRU0115A",41.2817,-73.553398,2013-10-20
"1302UWB0044H",41.2939,-73.663101,2017-09-10
"1302WAC0117",41.297699,-73.584099,2017-09-16
"1302WHI0079",41.500999,-73.723396,2013-09-12
"1303BEA0234",41.442001,-74.115898,2017-09-25
"1303BRO0226A",41.474098,-74.0868,2013-09-11
"1303GOSXXX1",41.380637,-74.330145,2018-09-11
"1303ORA0239D",41.339401,-74.191803,2012-09-13
"1303TOM0240D",41.409199,-74.223396,2013-09-11
"1303UWB0320B",41.318298,-74.290299,2011-05-26
"1303WAS0225",41.491901,-74.069199,2013-09-11
"1304BEA0345A",41.490398,-73.882599,2018-09-12
"1304FUR0356",41.642601,-73.696602,2017-08-01
"1304NUC5222",41.598202,-73.645599,2017-08-01
"1305STI0409",41.971548,-73.673599,2017-10-01
"1305WAP0365",41.605801,-73.916496,2018-08-15
"1306AWO0781",41.7061,-74.290398,2016-06-09
"1306BIN0735",41.410301,-74.551201,2018-09-11
"1306GLE0668",41.326199,-74.337097,2013-09-11
"1306HIG0492",41.451698,-74.4813,2018-09-04
"1306KINXXX1",41.4348,-74.54208,2018-08-08
"1306MIL0515",41.4389,-74.535301,2018-09-11
"1306MIN0775",41.725201,-74.235496,2016-06-09
"1306MON0598",41.458401,-74.454201,2018-09-04
"1306SHA0491",41.445702,-74.5009,2018-09-04
"1306SIL0807",41.701599,-74.554199,2012-09-13
"1306STU0453A",41.843601,-74.042603,2013-09-11
"1306TIL0464A",41.672699,-74.248299,2015-09-17
"1306ULS0799",41.772701,-74.489601,2017-10-01
"1306UWB0464B",41.650299,-74.220398,2017-09-05
"1306UWB6107",41.538799,-74.275299,2018-09-11
"1306WIC0698",41.281898,-74.2948,2012-08-22
"1308LONXXX1",42.069143,-73.591197,2017-09-11
"1308LRH0888",42.079399,-73.594101,2017-09-12
"1308ORE0899",42.122398,-73.517998,2016-06-23
"1308ROB0902",42.118099,-73.555298,2017-09-04
"1308WEE0896A",42.074902,-73.531601,2016-06-23
"1308WILXXX1A",41.955585,-73.727661,2018-08-15
"1309BAS0950A",42.481201,-74.013901,2018-09-12
"1309GRE0924",42.287399,-73.881798,2017-08-02
"1309HOL0913",42.309502,-73.884499,2018-09-11
"1310COP0108",42.144001,-73.595497,2013-09-10
"1310KIN0024",42.452599,-73.660103,2018-09-11
"1310NAS0034",42.538101,-73.603798,2017-10-03
"1310QUE0057",42.4072,-73.414703,2017-09-17
"1310ROU0080",42.644699,-73.435501,2017-09-26
"1310SPR0081",42.6535,-73.421501,2017-09-17
