"LAKE_ID","Y_Coordinate","X_Coordinate","maxdate"
"1501COH1014A",41.2761,-74.117798,2008-06-27
"1501CON0984",41.142799,-73.939697,2003-10-30
"1501DEF0977A",41.131802,-73.962097,2004-09-24
"1501EAG6891",41.152401,-74.236,2006-07-26
"1501FOU6903",41.2225,-74.222397,2006-07-26
"1501LIL1003F",41.215599,-74.1119,2008-08-13
"1501LLO1003B",41.233002,-74.127197,2008-08-22
"1501MOM1010",41.280899,-74.205803,2003-11-18
"1501PIN1002D",41.175201,-74.125198,2008-08-28
"1501ROC0985",41.138599,-73.922798,2010-08-17
"1501SKE1002F",41.212799,-74.144203,2008-08-27
"1501SPR1003C",41.233002,-74.108299,2008-08-22
"1501STA1011",41.237801,-74.160301,2009-06-11
"1501SWA0984A",41.1511,-73.930801,2003-11-18
"1501TUX1007",41.2015,-74.205803,2010-09-24
"1501ULA1014B",41.273701,-74.113502,2008-06-27
"1501UWB1006",41.21171,-74.19939,2010-09-24
"1501WAN1002B",41.183601,-74.121101,2008-08-28
"1501WEE1005",41.21707,-74.19247,2010-09-24
"1601RUD1134",41.9772,-73.504898,2009-07-13
"1701ART0863",40.883701,-72.931702,2009-09-22
"1701BAI1033",40.677601,-73.785599,2003-06-05
"1701BEL0949",40.735298,-73.342903,2009-08-04
"1701BLA0788",40.951302,-72.296303,2010-10-02
"1701CAN0889",40.787899,-73.021202,2009-08-19
"1701CAR0987A",40.651901,-73.549599,2009-09-21
"1701DAM0395",41.134998,-72.328201,2003-06-03
"1701EME0989",40.664101,-73.566002,2009-09-21
"1701EMI0851",40.807899,-72.830498,2004-07-01
"1701FRE0458",41.057541,-72.335788,2009-09-22
"1701GEO0780",40.939098,-72.229103,2003-06-04
"1701GIB0306",40.844799,-73.139397,2009-07-20
"1701HAL0362",40.990101,-72.597702,2009-07-29
"1701HAL1008",40.687801,-73.660698,2009-09-21
"1701HAS0420",41.086601,-72.410004,2003-06-04
"1701HEM1012",40.676399,-73.644402,2007-09-06
"1701JON0981",40.6656,-73.518402,2004-07-01
"1701LAU0496",40.978901,-72.557503,2009-07-21
"1701LFR0662",40.918201,-72.408501,2010-08-21
"1701LIL0779",40.938301,-72.212898,2010-09-26
"1701LLO0708",40.9776,-72.296204,2009-08-31
"1701LOF0998",40.654598,-73.620903,2009-09-21
"1701LOW0855",40.8363,-72.925003,2008-08-26
"1701MAS0969",40.678299,-73.463303,2009-09-22
"1701MIL0994",40.652199,-73.602699,2004-07-01
"1701MON0761",41.060327,-71.920967,2003-06-04
"1701OYS0764",41.072498,-71.891701,2003-06-04
"1701PAN0610",40.922501,-72.849297,2008-08-27
"1701PEC0555",40.914001,-72.717796,2003-06-03
"1701POX0787",40.944698,-72.2854,2003-06-04
"1701REE0763",41.078098,-71.910103,2003-06-04
"1701RON0304",40.821991,-73.11927,2009-07-20
"1701SCH5296",40.6716,-73.6474,2007-09-06
"1701SMI0991",40.681099,-73.573303,2009-09-21
"1701SMI1005",40.66,-73.655296,2009-09-21
"1701SOU1011",40.669102,-73.650902,2007-09-06
"1701SWA0570",40.902199,-72.793098,2003-06-03
"1701TAR0606",40.916302,-72.854599,2009-09-23
"1701UWB0771",41.045299,-71.895698,2006-10-03
"1701UWB1011A",40.672901,-73.650703,2007-09-06
"1701UWB5117",40.908001,-72.357902,2009-08-20
"1701WIL0536",40.892601,-72.673103,2008-08-27
"1701WMI0850",40.808201,-72.834801,2004-07-01
"1702BEA0150A",40.885101,-73.565498,2009-09-23
"1702BRA1039",40.6045,-74.0802,2001-10-15
"1702CRA6892",41.072201,-73.757698,2004-10-10
"1702DOS0145",40.896,-73.6278,2004-07-01
"1702FRE0209",40.934502,-73.456802,2009-07-30
"1702GRE0378",41.066799,-72.454399,2003-06-04
"1702LEE0122C",40.8134,-73.700996,2004-07-01
"1702MEA0100A",40.735298,-73.841103,2003-06-05
"1702MIL0125",40.836601,-73.699203,2004-07-01
"1702MIL0156",40.873001,-73.5401,2004-07-01
"1702NEW0292",40.842803,-73.227769,2003-06-05
"1702RE11075",40.95715,-73.79942,2008-09-10
"1702SIL1094",41.047501,-73.746803,2009-09-21
"1702VAI0291A",40.846401,-73.227303,2009-07-28
"1702WAM1104",41.147202,-73.729202,2009-09-21
"1702WEB0291",40.848499,-73.228897,2009-07-28
"1702WHI0122",40.787498,-73.704598,2004-07-01
"1702WIL0100B",40.723499,-73.833198,2003-06-05
"1702WIL0289",40.851601,-73.226997,2009-07-28
